,x,y,0728_pred_0.5_16,0728_pred_0.5_17,0728_pred_0.5_18,0728_pred_0.5_19,0728_pred_0.5_20,0728_pred_1_16,0728_pred_1_17,0728_pred_1_18,0728_pred_1_19,0728_pred_1_20
cell_4152,-4972.89867200291,14856.3714753502,1,0,2,0,0,1,0,0,0,7
cell_5622,-562.89867200291,14871.3714753502,5,3,3,3,3,6,7,7,8,5
cell_3350,-7596.89867200291,14920.3714753502,13,1,0,15,14,9,11,12,11,9
cell_4967,-2366.89867200291,14786.3714753502,15,3,3,3,3,6,0,9,9,1
cell_8092,6506.10132799709,14816.3714753502,15,3,18,3,3,13,14,9,8,1
cell_9375,10151.1013279971,14844.3714753502,9,0,2,10,9,0,1,0,0,8
cell_7789,5535.10132799709,14815.3714753502,15,3,3,3,3,6,7,7,8,5
cell_6977,3224.10132799709,14777.3714753502,10,9,12,8,8,1,0,9,9,1
cell_4436,-4029.89867200291,14800.3714753502,2,2,1,1,1,4,4,6,7,10
cell_5349,-1287.89867200291,14786.3714753502,15,3,3,3,3,6,7,7,8,5
cell_5315,-1400.89867200291,14858.3714753502,15,3,3,3,3,6,7,7,8,5
cell_10456,12817.1013279971,14778.3714753502,4,7,7,15,6,8,3,3,3,11
cell_1741,-12310.8986720029,14928.3714753502,11,8,11,0,11,1,0,9,9,1
cell_1623,-12492.8986720029,14715.3714753502,12,12,4,13,7,2,2,9,1,7
cell_8958,9013.10132799709,14714.3714753502,14,15,16,9,10,14,15,14,14,16
cell_9351,10016.1013279971,14792.3714753502,1,0,2,10,9,0,1,0,0,8
cell_6009,417.10132799709,14757.3714753502,1,0,12,8,8,1,0,11,10,3
cell_11236,14720.1013279971,14738.3714753502,4,7,7,5,6,8,3,3,3,11
cell_3234,-7798.89867200291,14739.3714753502,1,0,2,10,9,0,1,0,0,8
cell_3934,-5603.89867200291,14764.3714753502,10,9,12,8,8,1,0,11,10,3
cell_5693,-391.89867200291,14799.3714753502,15,3,3,3,3,6,7,7,8,5
cell_5154,-1874.89867200291,14833.3714753502,5,3,3,3,3,6,7,7,8,5
cell_9650,10843.1013279971,14773.3714753502,13,1,0,15,19,9,11,12,11,20
cell_6093,679.10132799709,14743.3714753502,10,9,12,8,8,1,0,9,9,1
cell_5609,-690.89867200291,14799.3714753502,5,3,3,3,3,6,7,7,8,5
cell_1721,-12190.8986720029,14742.3714753502,5,3,18,4,4,13,14,16,17,1
cell_2518,-9985.89867200291,14759.3714753502,13,1,0,12,14,10,5,12,11,9
cell_5274,-1556.89867200291,14736.3714753502,15,3,3,3,3,6,7,7,8,5
cell_9869,11446.1013279971,14667.3714753502,13,1,0,15,19,9,11,17,18,20
cell_5546,-845.89867200291,14734.3714753502,5,3,3,3,3,6,7,7,8,5
cell_940,-14249.8986720029,14800.3714753502,5,3,12,8,8,1,0,9,9,1
cell_6721,2443.10132799709,14681.3714753502,10,9,12,8,8,1,0,9,9,1
cell_10991,14147.1013279971,14720.3714753502,4,7,7,15,19,8,3,3,3,11
cell_3531,-6750.89867200291,14850.3714753502,2,2,1,1,1,10,5,4,4,12
cell_1837,-12009.8986720029,14754.3714753502,5,3,12,8,8,13,14,9,9,1
cell_5106,-1942.89867200291,14718.3714753502,5,3,3,3,3,6,7,7,8,5
cell_10630,13214.1013279971,14722.3714753502,13,1,0,12,14,9,11,12,11,9
cell_5098,-2055.89867200291,14684.3714753502,12,12,11,13,11,1,0,9,9,1
cell_1440,-12991.8986720029,14700.3714753502,5,1,0,15,19,9,5,17,18,20
cell_9210,9642.10132799709,14792.3714753502,9,10,9,10,9,0,1,0,0,8
cell_2055,-11389.8986720029,14767.3714753502,11,8,8,6,5,1,0,11,10,3
cell_7813,5677.10132799709,14716.3714753502,15,3,3,3,3,6,7,7,8,5
cell_2968,-8672.89867200291,14671.3714753502,13,1,0,10,9,9,11,17,18,20
cell_3384,-7425.89867200291,14657.3714753502,10,1,0,11,13,10,5,4,4,9
cell_4825,-2766.89867200291,14621.3714753502,15,16,15,16,16,6,7,7,12,5
cell_5421,-1157.89867200291,14750.3714753502,15,3,3,3,3,6,7,7,8,5
cell_7274,4114.10132799709,14655.3714753502,11,8,8,6,5,1,0,9,9,1
cell_9184,9594.10132799709,14746.3714753502,1,10,9,10,9,0,1,0,0,8
cell_9168,9525.10132799709,14696.3714753502,12,0,2,0,11,0,1,0,0,7
cell_1961,-11572.8986720029,14665.3714753502,1,0,12,0,0,1,0,9,9,1
cell_2997,-8532.89867200291,14692.3714753502,13,1,0,15,19,9,11,17,18,20
cell_3408,-7228.89867200291,14620.3714753502,4,7,7,15,6,8,3,3,3,11
cell_5059,-2166.89867200291,14660.3714753502,11,8,8,6,5,1,0,9,9,1
cell_7959,6080.10132799709,14697.3714753502,15,3,3,3,3,6,7,7,8,5
cell_7694,5301.10132799709,14601.3714753502,15,3,3,3,3,6,7,7,8,5
cell_2814,-9125.89867200291,14580.3714753502,4,7,7,5,6,8,3,3,3,11
cell_5691,-429.89867200291,14694.3714753502,5,10,9,10,9,6,7,7,8,5
cell_10822,13786.1013279971,14560.3714753502,4,7,7,15,19,8,3,3,11,11
cell_1522,-12710.8986720029,14661.3714753502,5,3,18,4,4,13,14,16,17,19
cell_2853,-9022.89867200291,14699.3714753502,13,1,0,12,19,8,3,17,18,11
cell_5636,-590.89867200291,14622.3714753502,10,10,9,10,9,0,1,0,0,7
cell_1013,-13957.8986720029,14536.3714753502,11,9,8,8,8,1,0,9,9,1
cell_9352,10076.1013279971,14686.3714753502,9,10,9,10,9,0,1,0,0,8
cell_5337,-1349.89867200291,14689.3714753502,15,3,3,3,3,6,7,7,8,5
cell_5275,-1476.89867200291,14568.3714753502,15,16,15,16,16,6,7,7,8,5
cell_7990,6247.10132799709,14605.3714753502,15,3,3,3,3,6,7,7,8,5
cell_2079,-11262.8986720029,14617.3714753502,1,0,2,0,0,1,0,0,0,7
cell_6021,497.10132799709,14568.3714753502,11,9,8,8,5,1,0,11,9,3
cell_2014,-11428.8986720029,14550.3714753502,9,10,9,10,9,1,0,0,0,8
cell_5574,-763.89867200291,14641.3714753502,15,3,3,3,3,6,7,7,8,5
cell_235,-15819.8986720029,14570.3714753502,5,3,12,8,8,13,14,16,17,19
cell_10677,13383.1013279971,14601.3714753502,4,1,0,15,19,9,11,12,11,9
cell_5415,-1142.89867200291,14626.3714753502,15,3,3,3,3,6,7,7,8,5
cell_2697,-9488.89867200291,14594.3714753502,1,0,2,0,0,10,5,4,0,9
cell_9551,10507.1013279971,14626.3714753502,13,1,0,12,14,10,11,12,11,9
cell_4435,-3966.89867200291,14533.3714753502,10,9,12,8,8,1,0,9,9,1
cell_7907,5838.10132799709,14627.3714753502,5,3,3,3,3,6,7,7,8,5
cell_8394,7437.10132799709,14533.3714753502,10,9,12,8,8,1,0,9,9,1
cell_7783,5554.10132799709,14620.3714753502,15,3,3,3,3,6,7,7,8,5
cell_5869,116.10132799709,14552.3714753502,11,8,8,6,5,2,2,1,1,0
cell_3130,-8087.89867200291,14579.3714753502,13,1,0,12,14,10,5,12,0,9
cell_3274,-7654.89867200291,14571.3714753502,11,8,8,8,9,1,0,0,0,8
cell_5664,-498.89867200291,14614.3714753502,9,10,9,10,9,0,1,0,0,8
cell_2698,-9272.89867200291,14333.3714753502,4,7,7,5,6,8,3,3,3,11
cell_4764,-2994.89867200291,14572.3714753502,5,9,3,3,3,6,7,7,8,5
cell_11450,15168.1013279971,14558.3714753502,4,7,7,15,6,8,3,3,11,11
cell_8221,6868.10132799709,14568.3714753502,5,3,3,3,3,6,7,7,8,5
cell_9347,10026.1013279971,14570.3714753502,1,0,2,10,9,0,1,0,0,8
cell_183,-15996.8986720029,14516.3714753502,5,3,18,4,4,13,14,16,17,19
cell_7944,6025.10132799709,14562.3714753502,15,3,3,3,3,6,7,7,8,5
cell_8293,7135.10132799709,14530.3714753502,5,3,3,3,3,1,0,9,8,5
cell_3042,-8339.89867200291,14524.3714753502,13,1,0,12,14,9,11,12,18,20
cell_1506,-12874.8986720029,14590.3714753502,5,3,12,12,0,13,14,9,9,1
cell_7364,4306.10132799709,14539.3714753502,10,9,12,8,8,1,0,9,9,1
cell_11578,15450.1013279971,14509.3714753502,12,12,11,13,11,2,5,0,0,7
cell_8108,6605.10132799709,14426.3714753502,15,3,3,3,3,6,7,7,8,5
cell_750,-14600.8986720029,14475.3714753502,15,16,18,4,4,13,14,16,17,19
cell_1815,-11941.8986720029,14493.3714753502,10,9,12,8,8,1,0,9,9,1
cell_1417,-13082.8986720029,14557.3714753502,5,3,12,9,8,13,14,9,9,1
cell_2497,-9985.89867200291,14494.3714753502,4,7,7,5,6,8,3,3,3,11
cell_4943,-2567.89867200291,14587.3714753502,5,10,9,10,9,6,7,7,8,5
cell_1871,-11726.8986720029,14456.3714753502,5,3,18,4,4,13,14,16,17,19
cell_3206,-7906.89867200291,14489.3714753502,2,2,1,1,5,1,0,11,10,3
cell_11248,14721.1013279971,14535.3714753502,1,1,0,0,9,9,11,17,18,20
cell_10633,13215.1013279971,14543.3714753502,13,1,0,15,19,9,11,12,18,20
cell_11502,15257.1013279971,14452.3714753502,4,7,7,15,19,9,11,12,11,9
cell_1725,-12218.8986720029,14485.3714753502,2,2,1,1,1,4,4,6,7,10
cell_11023,14127.1013279971,14591.3714753502,4,7,7,15,19,8,3,3,18,11
cell_7884,5760.10132799709,14569.3714753502,15,3,3,3,3,6,7,7,8,5
cell_2300,-10546.8986720029,14475.3714753502,5,16,18,4,4,13,14,16,17,19
cell_4677,-3272.89867200291,14512.3714753502,10,0,8,8,0,1,0,9,9,1
cell_5325,-1351.89867200291,14513.3714753502,15,3,3,3,3,6,7,7,8,5
cell_5561,-764.89867200291,14484.3714753502,5,3,3,3,3,6,7,7,8,5
cell_3927,-5578.89867200291,14429.3714753502,3,13,13,11,13,10,5,4,4,12
cell_1457,-12964.8986720029,14547.3714753502,5,3,12,12,14,1,14,9,9,1
cell_2898,-8739.89867200291,14431.3714753502,2,2,1,6,5,10,5,11,10,8
cell_5670,-436.89867200291,14503.3714753502,10,10,9,10,0,0,1,0,0,7
cell_9627,10787.1013279971,14482.3714753502,1,0,2,0,0,0,1,0,0,8
cell_11200,14539.1013279971,14544.3714753502,11,0,2,0,0,0,1,0,0,8
cell_5115,-2039.89867200291,14552.3714753502,11,0,2,0,11,1,0,9,9,1
cell_7827,5680.10132799709,14489.3714753502,15,3,3,3,3,6,7,7,8,5
cell_3549,-6834.89867200291,14492.3714753502,1,0,2,0,0,0,1,0,0,8
cell_10936,14001.1013279971,14448.3714753502,4,7,7,5,6,8,3,3,3,11
cell_7795,5566.10132799709,14525.3714753502,15,3,3,3,3,6,7,7,8,5
cell_11026,14169.1013279971,14507.3714753502,4,7,7,15,19,8,3,3,18,11
cell_4925,-2577.89867200291,14502.3714753502,5,3,3,3,3,6,7,7,8,5
cell_3477,-7029.89867200291,14413.3714753502,9,0,2,0,0,0,1,0,0,8
cell_6727,2429.10132799709,14455.3714753502,10,9,12,8,8,1,0,9,9,1
cell_11221,14607.1013279971,14518.3714753502,11,10,9,0,0,0,1,0,0,8
cell_8060,6372.10132799709,14481.3714753502,5,3,3,3,3,6,7,7,8,5
cell_1517,-12752.8986720029,14386.3714753502,15,3,18,3,3,13,14,16,17,19
cell_11162,14537.1013279971,14411.3714753502,11,0,2,0,0,0,1,0,0,8
cell_11371,15001.1013279971,14397.3714753502,10,1,0,11,13,10,5,4,4,9
cell_7931,5952.10132799709,14443.3714753502,15,16,15,16,16,6,7,7,8,5
cell_2827,-9172.89867200291,14510.3714753502,4,7,7,5,6,8,3,3,3,11
cell_7604,5075.10132799709,14409.3714753502,10,9,12,8,8,1,0,9,9,1
cell_10358,12630.1013279971,14395.3714753502,4,7,7,5,19,8,3,17,18,11
cell_4957,-2496.89867200291,14453.3714753502,5,3,3,3,3,6,7,7,8,5
cell_2032,-11484.8986720029,14493.3714753502,9,10,9,10,9,1,0,0,0,8
cell_4173,-4910.89867200291,14398.3714753502,11,8,8,8,0,1,0,11,10,1
cell_5391,-1234.89867200291,14482.3714753502,5,3,3,3,3,6,7,7,8,5
cell_1135,-13785.8986720029,14437.3714753502,10,9,8,8,8,1,0,9,9,1
cell_4899,-2585.89867200291,14389.3714753502,15,3,3,3,3,6,7,7,8,5
cell_4338,-4354.89867200291,14370.3714753502,2,2,1,1,1,4,4,6,9,10
cell_7893,5847.10132799709,14365.3714753502,15,3,3,3,3,6,7,7,8,5
cell_532,-15164.8986720029,14324.3714753502,15,16,18,16,16,13,14,16,17,19
cell_3181,-8032.89867200291,14408.3714753502,1,0,2,0,9,0,1,0,0,8
cell_9579,10692.1013279971,14293.3714753502,13,1,0,11,13,9,11,12,11,9
cell_4670,-3408.89867200291,14446.3714753502,12,0,11,0,11,1,0,0,9,7
cell_2138,-11076.8986720029,14330.3714753502,14,15,16,17,17,14,15,14,14,8
cell_1413,-13085.8986720029,14419.3714753502,5,3,18,4,4,13,14,16,17,19
cell_7067,3532.10132799709,14328.3714753502,10,9,12,8,8,1,0,9,9,1
cell_7772,5494.10132799709,14370.3714753502,15,3,3,3,3,6,7,7,8,5
cell_8270,7068.10132799709,14384.3714753502,5,3,3,3,3,6,7,7,8,5
cell_11266,14747.1013279971,14320.3714753502,3,13,13,11,13,9,11,17,18,20
cell_7989,6182.10132799709,14414.3714753502,15,3,3,3,3,6,7,7,8,5
cell_5222,-1617.89867200291,14390.3714753502,15,3,3,3,3,6,7,7,8,5
cell_3133,-8109.89867200291,14351.3714753502,1,0,2,10,9,0,1,17,18,20
cell_8177,6817.10132799709,14335.3714753502,15,3,3,3,3,6,7,7,8,5
cell_8240,6880.10132799709,14432.3714753502,5,3,3,3,3,6,7,7,8,5
cell_8379,7410.10132799709,14279.3714753502,5,3,3,3,3,6,7,7,8,5
cell_4706,-3139.89867200291,14326.3714753502,15,3,3,3,3,6,7,7,8,5
cell_2774,-9289.89867200291,14411.3714753502,4,7,7,5,6,8,3,3,3,11
cell_8340,7223.10132799709,14305.3714753502,5,3,3,3,3,6,7,7,8,5
cell_748,-14688.8986720029,14352.3714753502,5,3,18,4,4,13,14,16,17,19
cell_3410,-7263.89867200291,14289.3714753502,4,7,7,15,6,8,3,12,11,11
cell_4769,-3029.89867200291,14375.3714753502,15,3,3,3,3,6,7,7,8,5
cell_1323,-13251.8986720029,14281.3714753502,2,8,1,1,1,4,4,6,7,1
cell_3104,-8214.89867200291,14397.3714753502,13,1,0,12,14,9,11,17,18,20
cell_959,-14088.8986720029,14278.3714753502,5,3,18,4,4,13,14,16,17,19
cell_4680,-3303.89867200291,14384.3714753502,5,0,2,0,11,6,7,7,8,5
cell_2000,-11472.8986720029,14331.3714753502,9,10,9,10,9,1,0,0,0,7
cell_3036,-8367.89867200291,14337.3714753502,4,7,7,5,6,8,3,3,3,11
cell_3260,-7754.89867200291,14367.3714753502,11,8,8,6,0,1,0,0,0,8
cell_2992,-8511.89867200291,14270.3714753502,4,7,7,5,6,8,3,3,3,11
cell_11012,14118.1013279971,14362.3714753502,4,7,7,5,6,8,3,3,3,11
cell_5326,-1351.89867200291,14320.3714753502,5,3,3,3,3,6,7,7,8,5
cell_5384,-1205.89867200291,14312.3714753502,10,9,12,8,8,0,12,0,0,5
cell_9712,11068.1013279971,14255.3714753502,4,7,7,15,19,8,3,3,18,11
cell_8031,6302.10132799709,14310.3714753502,15,3,3,3,3,6,7,7,8,5
cell_8133,6707.10132799709,14442.3714753502,15,3,3,3,3,6,7,7,8,5
cell_355,-15640.8986720029,14318.3714753502,13,1,0,15,19,9,11,17,18,20
cell_670,-14830.8986720029,14216.3714753502,15,16,15,16,16,13,14,16,17,19
cell_10914,13888.1013279971,14363.3714753502,4,7,7,5,6,8,3,3,3,11
cell_11052,14206.1013279971,14410.3714753502,4,7,7,15,6,8,3,3,3,11
cell_4544,-3646.89867200291,14223.3714753502,15,3,3,3,3,6,7,7,8,5
cell_1209,-13566.8986720029,14245.3714753502,14,15,16,17,17,14,15,16,17,19
cell_9156,9590.10132799709,14256.3714753502,14,15,16,17,17,14,15,14,14,16
cell_4430,-4048.89867200291,14294.3714753502,5,9,12,8,8,1,0,9,9,1
cell_3312,-7588.89867200291,14311.3714753502,11,1,8,8,13,10,5,11,10,9
cell_6193,955.10132799709,14257.3714753502,10,9,12,8,8,1,0,9,9,1
cell_2835,-9024.89867200291,14235.3714753502,13,1,0,11,13,8,3,3,11,11
cell_5045,-2166.89867200291,14330.3714753502,15,3,3,3,3,6,7,7,8,5
cell_391,-15542.8986720029,14321.3714753502,13,1,0,12,14,9,11,17,18,20
cell_2562,-9837.89867200291,14195.3714753502,11,8,8,6,5,10,11,0,0,20
cell_10214,12222.1013279971,14240.3714753502,9,0,2,10,9,9,11,17,18,20
cell_2507,-9989.89867200291,14327.3714753502,9,1,0,10,9,9,11,17,18,20
cell_2668,-9543.89867200291,14164.3714753502,4,7,7,15,19,8,3,3,11,11
cell_4866,-2710.89867200291,14245.3714753502,15,3,3,3,3,6,7,7,8,5
cell_9909,11451.1013279971,14283.3714753502,4,7,7,5,6,8,3,3,3,11
cell_1575,-12572.8986720029,14186.3714753502,15,16,18,4,4,13,14,16,17,19
cell_6953,3155.10132799709,14196.3714753502,10,8,8,6,5,1,0,9,9,1
cell_1419,-13071.8986720029,14262.3714753502,10,9,12,9,8,13,14,16,17,1
cell_7832,5716.10132799709,14224.3714753502,5,3,3,3,3,6,7,7,8,5
cell_8458,7647.10132799709,14160.3714753502,5,3,3,3,3,6,7,7,8,5
cell_5414,-1136.89867200291,14193.3714753502,10,9,12,8,8,1,0,9,9,1
cell_3194,-7929.89867200291,14239.3714753502,9,0,2,10,9,0,1,17,18,20
cell_5847,75.1013279970903,14172.3714753502,10,0,2,8,8,1,0,11,10,1
cell_1766,-12131.8986720029,14137.3714753502,5,3,18,4,4,13,14,16,17,19
cell_1992,-11539.8986720029,14238.3714753502,9,10,9,10,9,1,0,9,9,1
cell_4632,-3335.89867200291,14194.3714753502,15,3,3,3,3,6,7,7,8,5
cell_855,-14344.8986720029,14149.3714753502,4,7,7,5,6,8,3,3,3,13
cell_2289,-10573.8986720029,14162.3714753502,4,7,7,5,6,8,3,3,3,11
cell_5252,-1574.89867200291,14274.3714753502,5,3,3,3,3,6,7,7,8,5
cell_7509,4809.10132799709,14110.3714753502,10,9,12,8,8,1,0,9,9,1
cell_10928,13916.1013279971,14289.3714753502,4,7,7,15,6,8,3,3,3,11
cell_5665,-464.89867200291,14162.3714753502,1,0,2,0,0,1,0,9,9,7
cell_1873,-11896.8986720029,14270.3714753502,1,0,10,9,10,1,14,9,9,1
cell_2083,-11257.8986720029,14171.3714753502,10,9,12,8,0,1,0,9,0,7
cell_2951,-8650.89867200291,14227.3714753502,4,7,7,5,6,8,3,3,3,11
cell_5021,-2240.89867200291,14170.3714753502,15,3,15,16,16,6,7,7,8,5
cell_10800,13688.1013279971,14170.3714753502,4,7,7,15,19,8,3,3,18,11
cell_4959,-2423.89867200291,14138.3714753502,15,3,15,16,16,6,7,7,8,5
cell_3266,-7738.89867200291,14125.3714753502,13,1,0,10,9,9,11,17,18,20
cell_5090,-2060.89867200291,14177.3714753502,15,3,3,3,3,6,7,7,8,5
cell_10135,12009.1013279971,14107.3714753502,4,7,7,5,6,8,3,3,3,11
cell_3064,-8244.89867200291,14166.3714753502,9,10,9,10,9,9,11,17,18,20
cell_595,-15017.8986720029,14104.3714753502,15,3,18,4,4,13,14,16,17,19
cell_10379,12588.1013279971,14223.3714753502,13,1,0,12,19,9,11,17,18,20
cell_1843,-11861.8986720029,14100.3714753502,5,3,18,9,10,13,14,16,9,1
cell_10645,13318.1013279971,14097.3714753502,4,7,7,15,19,9,3,17,18,20
cell_5219,-1657.89867200291,14126.3714753502,5,9,12,8,8,0,7,7,8,5
cell_8303,7172.10132799709,14160.3714753502,15,3,3,3,3,6,7,7,8,5
cell_5277,-1521.89867200291,14119.3714753502,5,9,12,8,8,1,0,9,9,1
cell_8217,6902.10132799709,14092.3714753502,15,3,3,3,3,6,7,7,8,5
cell_2625,-9705.89867200291,14220.3714753502,13,1,0,12,9,9,11,12,18,20
cell_2908,-8772.89867200291,14076.3714753502,9,1,11,10,9,9,11,17,18,20
cell_11572,15445.1013279971,14087.3714753502,13,1,0,12,14,10,5,0,0,7
cell_4734,-3092.89867200291,14159.3714753502,15,3,3,3,3,6,7,7,8,5
cell_4122,-5083.89867200291,14119.3714753502,1,0,2,0,0,1,0,11,0,7
cell_10394,12639.1013279971,14088.3714753502,13,1,0,15,19,8,3,17,18,11
cell_4425,-4059.89867200291,14151.3714753502,15,3,3,3,3,6,7,7,8,5
cell_5111,-1978.89867200291,14094.3714753502,15,3,3,3,3,6,7,7,8,5
cell_1099,-13709.8986720029,14008.3714753502,15,3,18,4,4,13,14,16,17,19
cell_9879,11453.1013279971,14095.3714753502,4,7,7,15,19,8,3,3,3,11
cell_11433,15091.1013279971,14142.3714753502,9,10,9,10,9,0,1,0,18,8
cell_9588,10680.1013279971,14122.3714753502,11,8,8,6,13,1,0,4,0,7
cell_8195,6798.10132799709,14091.3714753502,15,3,3,3,3,6,7,7,8,5
cell_7600,5079.10132799709,14034.3714753502,10,9,12,8,8,1,0,9,9,1
cell_3038,-8347.89867200291,14045.3714753502,9,10,9,10,9,0,1,17,18,20
cell_3551,-6789.89867200291,14053.3714753502,2,2,1,1,1,4,4,6,7,10
cell_8291,7066.10132799709,14067.3714753502,15,3,3,3,3,6,7,7,8,5
cell_10756,13561.1013279971,14043.3714753502,4,7,7,15,19,8,3,3,3,11
cell_6679,2285.10132799709,14032.3714753502,9,0,2,0,0,1,0,9,0,1
cell_4688,-3237.89867200291,14072.3714753502,15,3,3,3,3,6,7,7,8,5
cell_7754,5470.10132799709,13998.3714753502,5,15,12,17,17,13,14,9,9,1
cell_2828,-9206.89867200291,14172.3714753502,4,7,7,5,6,8,3,3,3,11
cell_6472,1630.10132799709,14011.3714753502,11,9,8,8,8,1,0,11,10,3
cell_11429,15076.1013279971,14016.3714753502,9,10,9,10,9,0,1,17,18,20
cell_10197,12149.1013279971,14003.3714753502,4,7,7,15,6,8,3,3,3,11
cell_5824,0.101327997090266,13994.3714753502,1,0,2,0,0,1,0,11,10,7
cell_9171,9536.10132799709,14099.3714753502,10,9,12,8,8,14,15,9,9,1
cell_3003,-8487.89867200291,13978.3714753502,9,1,0,10,9,9,11,17,18,20
cell_4553,-3609.89867200291,13991.3714753502,15,16,15,16,16,6,7,7,8,5
cell_2586,-9741.89867200291,13942.3714753502,4,7,7,5,6,8,3,3,3,11
cell_2839,-8972.89867200291,13951.3714753502,12,6,4,13,11,10,5,17,18,20
cell_8395,7439.10132799709,13994.3714753502,15,3,3,3,3,6,7,7,8,5
cell_2393,-10341.8986720029,13978.3714753502,13,1,0,12,9,9,11,17,18,20
cell_5136,-1831.89867200291,14006.3714753502,5,3,3,3,3,6,7,7,8,5
cell_10264,12300.1013279971,14008.3714753502,4,7,7,5,6,8,3,3,3,11
cell_1335,-13306.8986720029,13981.3714753502,5,3,18,4,4,13,14,16,17,19
cell_2768,-9258.89867200291,13968.3714753502,4,7,13,5,6,8,3,3,3,13
cell_233,-15910.8986720029,13936.3714753502,5,3,12,3,3,13,14,16,17,19
cell_275,-15693.8986720029,13988.3714753502,5,3,18,3,8,13,14,16,17,19
cell_7964,6074.10132799709,13954.3714753502,10,9,12,10,9,1,0,9,9,1
cell_709,-14798.8986720029,14009.3714753502,14,15,16,17,17,14,15,14,14,16
cell_4428,-4109.89867200291,13979.3714753502,15,3,3,3,3,6,7,7,8,5
cell_4537,-3778.89867200291,13975.3714753502,15,3,3,3,3,6,7,7,8,5
cell_4686,-3302.89867200291,13970.3714753502,15,3,3,3,3,6,7,7,8,5
cell_3188,-7929.89867200291,13941.3714753502,4,7,7,5,6,8,3,3,3,11
cell_4648,-3387.89867200291,13933.3714753502,15,3,3,3,3,6,7,7,8,5
cell_4715,-3128.89867200291,13937.3714753502,15,3,3,3,3,6,7,7,8,5
cell_4921,-2577.89867200291,13853.3714753502,15,3,3,3,3,6,7,7,8,5
cell_4331,-4406.89867200291,13862.3714753502,15,3,3,3,3,6,7,7,8,5
cell_8123,6539.10132799709,14008.3714753502,5,10,9,10,9,0,1,0,0,7
cell_10344,12513.1013279971,13988.3714753502,4,7,7,5,6,8,3,3,3,11
cell_592,-15072.8986720029,13933.3714753502,10,9,12,8,8,13,14,16,17,19
cell_454,-15432.8986720029,13968.3714753502,5,3,12,3,3,13,14,16,9,19
cell_5553,-813.89867200291,13901.3714753502,10,9,12,8,8,1,0,11,10,1
cell_2144,-11013.8986720029,13880.3714753502,13,1,0,12,14,10,5,12,4,20
cell_4840,-2766.89867200291,13856.3714753502,15,3,3,3,3,6,7,7,8,5
cell_7999,6210.10132799709,13968.3714753502,10,9,12,8,9,1,0,9,9,1
cell_1768,-12161.8986720029,13938.3714753502,5,3,18,9,10,13,14,16,17,19
cell_1128,-13800.8986720029,13981.3714753502,5,3,18,4,4,13,14,16,17,19
cell_9877,11379.1013279971,13976.3714753502,4,7,7,5,6,8,3,3,3,11
cell_10403,12640.1013279971,13861.3714753502,4,7,7,5,6,8,3,3,3,11
cell_4199,-4848.89867200291,13899.3714753502,10,9,8,8,8,1,0,9,9,1
cell_5034,-2306.89867200291,13976.3714753502,5,3,3,3,3,6,7,7,8,5
cell_8125,6588.10132799709,13923.3714753502,5,3,3,3,3,6,7,7,8,5
cell_8304,7154.10132799709,13901.3714753502,15,3,3,3,3,6,7,7,8,5
cell_8227,6926.10132799709,13939.3714753502,15,3,3,3,3,6,7,7,8,5
cell_10998,14163.1013279971,13813.3714753502,4,7,7,5,6,8,3,3,3,11
cell_8491,7650.10132799709,13891.3714753502,15,3,3,3,3,6,7,7,8,5
cell_10771,13631.1013279971,13841.3714753502,4,7,7,5,6,8,3,3,3,11
cell_3362,-7444.89867200291,13888.3714753502,12,12,11,6,11,1,0,11,10,3
cell_1018,-13946.8986720029,13813.3714753502,5,3,18,4,4,13,14,16,17,19
cell_1584,-12599.8986720029,13885.3714753502,11,8,8,6,5,1,14,9,9,1
cell_8623,8082.10132799709,13877.3714753502,5,3,3,3,3,0,12,0,0,7
cell_8030,6339.10132799709,13848.3714753502,10,9,12,8,8,1,0,9,9,1
cell_10450,12817.1013279971,13791.3714753502,4,13,13,5,15,8,3,3,3,13
cell_10866,13840.1013279971,13885.3714753502,4,7,7,5,6,8,3,3,3,11
cell_7498,4711.10132799709,13851.3714753502,10,9,12,8,8,1,0,9,9,1
cell_10317,12432.1013279971,13841.3714753502,3,13,13,11,15,8,3,3,3,13
cell_9837,11299.1013279971,13854.3714753502,4,7,7,15,19,8,3,3,3,11
cell_975,-14094.8986720029,13785.3714753502,5,3,18,4,4,13,14,16,17,19
cell_11256,14751.1013279971,13797.3714753502,4,7,7,15,19,8,3,17,18,11
cell_1814,-11917.8986720029,13751.3714753502,11,8,1,8,5,1,0,9,9,1
cell_5138,-1853.89867200291,13849.3714753502,10,9,12,8,8,1,0,9,9,1
cell_1309,-13374.8986720029,13823.3714753502,5,3,18,4,4,13,14,16,17,19
cell_2380,-10442.8986720029,13813.3714753502,1,0,2,10,9,0,1,0,0,8
cell_2278,-10760.8986720029,13869.3714753502,9,1,0,10,9,9,11,17,18,20
cell_10900,13954.1013279971,13755.3714753502,4,7,7,5,6,8,3,3,3,11
cell_2429,-10258.8986720029,13799.3714753502,1,0,2,10,9,0,1,0,0,8
cell_8140,6663.10132799709,13808.3714753502,5,3,3,3,3,6,7,7,8,5
cell_4457,-3948.89867200291,13856.3714753502,15,3,3,3,3,6,7,7,8,5
cell_8692,8327.10132799709,13821.3714753502,5,9,3,3,8,1,12,9,9,1
